	user	Histories	Behaviors
7814	U7814	J7928 J2920 J5865	J537-0 J7629-0 J8175-0 J4117-0 J5861-0 J2430-0 J5662-0 J6160-0 J1257-0 J352-0 J769-0 J6105-1 J6170-0 J4520-0 J522-0 J1276-0 J5388-0 J2166-0 J6162-0 J7999-1
7815	U7815	J526 J646 J7581 J2893 J3757 J7274 J1326	J6339-0 J6191-0 J5889-0 J4737-0 J5239-0 J5596-0 J4327-0 J7048-0 J8101-0 J5177-0 J4362-0 J5983-0 J7612-0 J4414-0 J2013-0 J7350-0 J6194-0 J3538-0 J4215-0 J6596-0
7816	U7816	J5996 J1496 J4593	J6554-0 J7713-0 J4730-1 J2521-0 J7150-0 J4486-0 J5595-0 J6659-0 J2852-0 J7110-0 J7416-1 J6752-0 J6863-0 J6582-0 J3304-1 J2284-1 J4971-0 J3754-0 J6726-1 J562-0
7817	U7817	J881 J2690 J2143 J2731 J4882	J1575-0 J1707-0 J7773-0 J2788-0 J5852-0 J2438-0 J2997-0 J939-0 J7080-1 J3179-0 J5433-0 J5558-0 J7534-0 J1893-0 J5566-0 J4063-0 J5792-0 J1613-0 J951-0 J817-1
7818	U7818	J6682 J3337 J1468	J5767-0 J616-0 J5648-0 J447-0 J1363-0 J7735-0 J3625-0 J3637-0 J4575-0 J383-0 J180-0 J7851-1 J1338-1 J105-0 J2847-0 J1345-0 J7165-1 J5093-1 J2327-0 J6270-0
7819	U7819	J1669 J1962 J4190	J5116-0 J6516-1 J1210-0 J1123-0 J4813-0 J787-0 J6199-0 J2970-0 J7115-0 J3607-1 J6064-0 J3562-0 J5372-0 J2218-1 J6432-0 J5890-0 J3212-1 J3957-0 J5760-0 J1473-1
7820	U7820	J4790 J2741 J4053 J4146	J2933-0 J5519-0 J2819-0 J4945-0 J704-0 J6647-0 J7702-0 J8204-0 J1289-0 J956-0 J858-0 J34-0 J5341-0 J8005-0 J4792-0 J1357-0 J5592-0 J6704-0 J5857-0 J4601-0
7821	U7821	J7398 J2208 J237 J483 J6206 J1438	J1871-0 J229-0 J1329-0 J2521-0 J404-0 J2763-0 J8022-1 J5796-0 J3716-1 J2038-0 J4815-0 J4809-0 J3355-0 J1833-0 J1957-0 J4373-0 J4956-0 J6991-0 J2735-1 J4137-0
7822	U7822	J1671 J712 J3205 J2408 J5159 J4104 J4088	J293-0 J931-0 J3229-0 J4908-0 J1699-0 J11-0 J4491-0 J3600-0 J7912-0 J4450-0 J6299-0 J4578-0 J2553-0 J460-1 J1018-0 J3997-0 J5757-0 J3218-0 J6425-0 J7457-0
7823	U7823	J3838 J2595 J3866 J4025	J1896-1 J3164-0 J7157-0 J1813-0 J7338-0 J5953-0 J1426-0 J3947-0 J4623-1 J6364-1 J4170-1 J439-1 J513-0 J5327-0 J5728-0 J6814-0 J6839-1 J5807-0 J2983-0 J7937-0
7824	U7824	J1286 J437 J142 J5096 J2740 J2894 J4301 J2508	J6568-0 J7826-0 J7216-0 J2992-0 J6759-0 J5265-0 J5655-1 J1016-0 J2485-1 J2178-0 J63-0 J4411-0 J2652-0 J7417-0 J5786-0 J6325-0 J5464-0 J7033-0 J5922-0 J3188-0
7825	U7825	J7430 J8060 J3854	J3333-1 J8238-0 J7871-1 J1988-1 J4689-0 J6316-0 J3862-0 J2396-1 J3797-0 J2762-0 J4101-0 J7156-0 J6373-0 J7376-0 J95-0 J4206-0 J1021-0 J2594-0 J6053-0 J7502-0
7826	U7826	J6944 J2802 J1916 J5439 J6391 J1745 J3278	J1303-0 J333-0 J6020-0 J8162-0 J4039-0 J573-0 J5394-1 J6660-1 J2576-1 J3518-0 J901-1 J3562-0 J5147-0 J2157-0 J8222-0 J2384-1 J547-0 J171-1 J6423-0 J433-1
7827	U7827	J6944 J1531 J5374 J4346	J5594-0 J6953-0 J1331-0 J1594-1 J3620-0 J7261-0 J5975-0 J4915-0 J2096-0 J5345-0 J4547-0 J5859-0 J1624-0 J2660-0 J3273-0 J6181-0 J7809-0 J6736-0 J1968-0 J7281-0
7828	U7828	J1031 J903 J5066	J7433-1 J1882-0 J7967-0 J6314-0 J5369-0 J8061-1 J1307-0 J7508-0 J6266-0 J88-0 J5201-0 J4898-0 J8038-0 J4345-0 J8212-0 J6043-0 J7601-1 J4882-1 J2926-0 J1896-0
7830	U7830	J7199 J4861 J6026 J3953 J6505 J2683 J7867	J376-1 J3123-0 J2603-0 J3843-0 J6610-0 J4078-0 J606-0 J7564-0 J1578-0 J4065-0 J352-0 J502-0 J162-0 J5098-0 J7183-0 J6911-0 J642-0 J2779-0 J891-0 J939-0
7831	U7831	J7582 J3961 J2370 J1555	J5496-0 J1168-0 J6817-0 J2799-0 J2074-0 J4395-0 J7923-0 J2923-0 J994-0 J5214-0 J5984-0 J5302-0 J7960-1 J4495-0 J5727-0 J6189-0 J7274-0 J2891-0 J1115-0 J7958-0
7832	U7832	J4025 J5093 J4803	J410-0 J4973-0 J4779-0 J3398-0 J2856-0 J6601-1 J6256-0 J2739-0 J450-1 J2042-0 J3034-0 J4335-0 J824-0 J1847-0 J4661-0 J3128-0 J5629-0 J426-0 J5009-0 J2284-0
7833	U7833	J6119 J7067 J6624	J6515-1 J2672-0 J2462-0 J1091-0 J1472-0 J2273-0 J4099-0 J4055-0 J5103-0 J5078-0 J8095-0 J7589-0 J1335-0 J5536-0 J2441-0 J3453-1 J3421-0 J4793-0 J5968-0 J889-0
7834	U7834	J4994 J3244 J1352 J1351 J4392	J509-0 J2074-0 J7959-0 J6617-0 J6066-0 J6135-0 J2018-0 J4107-0 J7627-0 J7071-0 J2586-0 J5566-0 J2733-0 J5268-0 J7226-0 J6563-0 J2079-0 J8136-0 J2388-0 J6039-0
7835	U7835	J2948 J2507 J1699 J6750 J6666 J4885 J7482 J1701 J6748 J4594 J237 J7062 J7061 J4259	J6739-0 J5488-0 J2564-0 J3742-0 J1605-0 J2718-1 J2775-0 J5120-0 J4630-0 J2923-0 J7698-0 J7153-0 J6380-0 J832-0 J4344-1 J3167-0 J70-0 J1506-0 J7498-0 J3694-0
7836	U7836	J5231 J7890 J2403	J4978-0 J3706-0 J1590-0 J192-1 J1080-0 J2611-0 J2368-0 J5239-0 J5641-0 J8137-0 J3843-0 J1036-0 J775-0 J6383-0 J5048-0 J5922-0 J3785-1 J1947-1 J1446-0 J7549-0
7837	U7837	J6827 J3769 J4227 J6368	J4343-1 J87-0 J6798-0 J2900-0 J1412-0 J4962-0 J2430-0 J1993-0 J3234-0 J6661-1 J502-0 J7424-1 J4409-0 J5559-1 J1431-0 J1254-1 J4911-0 J7251-0 J7484-0 J6311-0
7838	U7838	J5347 J5689 J2048 J3871 J4861	J2252-0 J5149-0 J7275-0 J3842-0 J1483-0 J7902-0 J4796-0 J1255-1 J2829-0 J249-1 J5067-1 J7447-1 J2085-0 J603-1 J6885-0 J5452-1 J2665-0 J1579-0 J4246-0 J4300-0
7839	U7839	J1161 J3589 J224	J7854-1 J2935-0 J6862-0 J6962-0 J5882-0 J1439-0 J2444-0 J8042-0 J468-0 J1678-1 J3279-0 J7136-0 J1701-0 J4938-0 J6148-0 J4072-0 J187-1 J3739-1 J1711-1 J2150-1
7840	U7840	J3953 J7061 J6911 J1386 J4205	J8071-1 J3273-0 J6553-0 J3875-1 J1888-0 J3473-0 J1140-0 J7623-1 J5287-0 J402-0 J3487-0 J7584-1 J8074-0 J7464-0 J7888-1 J3584-1 J3737-0 J2524-0 J7236-0 J5108-1
7841	U7841	J4078 J112 J6943 J1739 J1650	J4457-0 J1531-1 J2473-0 J1048-0 J8240-1 J660-0 J7770-0 J4436-0 J6268-0 J594-0 J7870-0 J4442-0 J2044-0 J1367-0 J1428-0 J8048-0 J4911-0 J7678-0 J4634-0 J955-0
7842	U7842	J4803 J4194 J344 J2929	J2251-0 J7575-0 J7761-0 J7303-1 J2251-0 J4498-0 J3093-0 J232-0 J7945-0 J6971-1 J6621-0 J4604-0 J6434-0 J6989-0 J4059-0 J7801-0 J8091-0 J1153-0 J3236-0 J7053-0
7843	U7843	J1652 J1360 J3044 J3723	J3466-0 J3230-0 J1830-0 J3898-0 J909-0 J1344-0 J4631-0 J408-0 J5327-0 J4089-0 J6917-0 J1576-0 J7515-0 J6460-0 J4671-0 J4262-0 J6562-0 J7489-0 J3140-0 J5532-0
7844	U7844	J4205 J7840 J1055 J344 J3646 J5641	J226-0 J5369-0 J2259-0 J803-0 J4677-0 J3687-0 J914-0 J3470-0 J7379-0 J2930-0 J5299-0 J5582-1 J8251-0 J7618-0 J6331-0 J2409-0 J6793-0 J4232-0 J5990-0 J4983-0
7845	U7845	J4402 J2460 J3386	J3429-1 J948-1 J4785-0 J2512-0 J4545-1 J6130-0 J4217-0 J727-0 J6916-0 J440-0 J2371-1 J6582-0 J7718-1 J7266-0 J486-0 J6362-0 J1338-0 J469-0 J5525-0 J159-0
7846	U7846	J1142 J3824 J5616 J3966	J312-1 J2410-0 J457-0 J3256-0 J4495-0 J20-0 J3641-0 J6496-0 J7950-0 J1563-0 J2429-0 J367-0 J5407-0 J4853-0 J4501-0 J800-0 J7494-0 J5660-0 J1485-0 J3690-0
7847	U7847	J6069 J2376 J6681 J6505 J4150	J3013-1 J2590-1 J978-1 J887-1 J7601-1 J7144-0 J7128-0 J2358-0 J5887-0 J5290-0 J5755-0 J5071-1 J6917-0 J7469-0 J7268-1 J965-0 J4971-0 J5782-0 J1869-0 J3788-0
7848	U7848	J724 J1302 J7043 J3072 J1131 J8233 J2307	J1294-0 J3424-0 J5371-0 J2450-0 J1738-0 J3561-0 J5063-0 J634-1 J4519-0 J3371-0 J2167-0 J7003-0 J3485-0 J7835-1 J176-1 J48-0 J172-0 J5681-0 J7137-0 J2798-0
7849	U7849	J3403 J331 J7846 J2920 J8071 J3727 J4647	J5280-0 J3960-0 J5736-0 J6902-0 J3746-0 J6287-0 J59-0 J4207-0 J330-0 J5648-0 J8251-0 J1477-1 J6896-0 J7955-0 J3982-0 J458-0 J2802-1 J1355-0 J1449-1 J4856-0
7850	U7850	J7356 J7429 J1058	J7977-0 J3569-0 J639-0 J3858-0 J4703-0 J288-0 J4699-0 J6461-1 J3202-0 J4293-0 J5197-0 J1727-0 J102-1 J5215-0 J2933-0 J6939-0 J7236-0 J5138-0 J1288-0 J6060-0
7851	U7851	J7430 J3776 J4336 J3553 J312 J3952 J4847 J2704	J2618-0 J5301-0 J8079-1 J3616-0 J7029-0 J7295-0 J2085-0 J5832-0 J655-1 J3169-0 J3698-1 J1646-0 J5765-0 J4399-1 J78-0 J4052-0 J5921-0 J676-0 J5553-0 J2899-0
7852	U7852	J2353 J1030 J2356 J3091 J6516 J7433 J2368 J5920 J2671 J5002 J3597	J491-0 J1736-1 J3051-1 J5831-0 J7154-1 J4583-0 J3660-0 J6941-0 J4756-0 J3681-0 J7586-0 J1805-0 J6435-0 J3384-1 J5068-0 J482-0 J4119-0 J5994-0 J7247-0 J3544-0
7853	U7853	J4538 J8233 J6697 J1030 J6692 J3204 J887 J6123 J3631	J262-0 J3493-0 J6845-0 J1357-0 J5721-0 J4921-1 J6193-0 J6002-0 J1386-0 J8003-1 J1185-0 J5284-0 J6444-0 J1130-0 J6698-1 J250-0 J7223-0 J1387-0 J7913-0 J7812-0
7854	U7854	J4562 J4151 J3654 J1255 J3104 J465	J7458-0 J2083-0 J4176-0 J3969-0 J3595-0 J3848-0 J2933-0 J4776-0 J2709-0 J2117-0 J2952-0 J6818-0 J8055-0 J897-0 J2353-1 J8016-0 J2473-0 J5021-0 J2090-0 J7447-0
7855	U7855	J5567 J3304 J1694 J1768	J7396-1 J3175-0 J602-1 J6478-0 J1973-0 J1316-0 J1263-0 J2419-0 J4512-0 J4875-1 J1042-0 J6790-0 J5562-0 J6897-0 J3539-0 J3949-0 J6009-0 J6712-0 J1395-1 J6656-0
7856	U7856	J2802 J7555 J5938	J5984-0 J2999-1 J3285-0 J1763-1 J3358-0 J4946-1 J4800-0 J3353-1 J7408-1 J2345-0 J3870-1 J4095-0 J6711-0 J1277-0 J504-0 J7998-1 J3790-0 J4715-0 J364-0 J5598-0
7857	U7857	J7582 J2864 J3821	J237-1 J7612-0 J260-0 J5764-0 J3969-0 J426-0 J3528-0 J2476-0 J6700-1 J1542-0 J1395-0 J5003-0 J306-0 J4445-0 J4188-1 J8211-0 J501-0 J1741-0 J3975-0 J2432-0
7858	U7858	J1457 J2145 J1302 J6212	J3342-1 J666-0 J6265-0 J8162-0 J5996-1 J3146-0 J5373-0 J2608-1 J2707-1 J3779-0 J4289-0 J6070-1 J4927-0 J5608-0 J7339-1 J1358-0 J264-0 J4632-0 J7418-1 J5228-0
7859	U7859	J520 J2676 J3861 J2958 J7061 J4 J2532 J7193	J622-0 J4408-0 J6654-0 J7791-0 J6948-0 J556-0 J4896-0 J7829-0 J1526-0 J1440-0 J3274-0 J4123-0 J4961-0 J1913-0 J936-0 J2622-0 J8001-1 J2687-0 J6145-0 J2626-0
7860	U7860	J1195 J7388 J6683 J729 J4422 J6958 J4622 J7058 J7088 J7509 J2567	J3977-0 J1641-0 J4267-0 J1070-1 J167-0 J969-0 J7508-0 J8105-0 J2930-1 J82-0 J2212-0 J6661-1 J597-1 J3863-0 J14-0 J5247-0 J7633-0 J3983-0 J4428-0 J1904-0
7861	U7861	J1161 J3727 J6207 J2565	J5050-0 J1085-1 J5225-0 J2635-1 J1464-1 J4514-1 J1011-0 J2590-1 J1657-0 J6497-1 J3860-0 J4825-0 J1855-0 J909-0 J2913-0 J5921-0 J6570-0 J3408-0 J5834-0 J7237-0
7862	U7862	J8163 J1637 J6515	J412-0 J251-0 J6102-0 J7970-0 J1416-1 J5479-0 J2888-1 J1183-0 J486-0 J4807-0 J5409-0 J8120-0 J4843-0 J5240-0 J1186-0 J4100-0 J1418-0 J1191-0 J7351-0 J4418-0
7863	U7863	J7388 J3251 J3453 J7037 J6215 J3223 J3369 J5939 J2568	J7088-0 J2917-0 J274-0 J6975-0 J7144-0 J662-0 J1641-0 J4370-1 J7273-0 J5960-0 J1089-0 J1426-0 J842-0 J4867-1 J7826-0 J2817-0 J6656-0 J2467-0 J3494-0 J3225-0
7864	U7864	J7442 J4325 J4151 J7623	J117-0 J2764-0 J3123-0 J2127-0 J7095-0 J5260-0 J7776-0 J7737-0 J7593-0 J1373-0 J690-1 J8029-0 J3031-0 J6025-0 J6166-0 J1679-0 J3410-0 J4407-0 J4869-1 J2693-0
7865	U7865	J2 J4604 J525	J6919-0 J3508-0 J4895-0 J5239-0 J1625-0 J3340-0 J4324-0 J4460-0 J1727-0 J1156-0 J2411-0 J1795-0 J2882-0 J3421-0 J5805-0 J2860-0 J8076-0 J2703-0 J5508-0 J1568-0
7866	U7866	J7949 J2717 J4412 J2682 J4040 J806 J3329 J4618 J6383 J2728 J7831 J7528 J4813 J6038	J5949-0 J5518-0 J3946-0 J1867-0 J2043-0 J7763-0 J5799-0 J531-1 J4890-0 J1621-0 J559-0 J4529-0 J345-0 J6623-0 J1308-0 J7859-0 J5493-0 J79-0 J2014-0 J266-1
7867	U7867	J1459 J1022 J6886 J4480 J4486 J448 J2656	J5871-0 J7268-0 J8244-0 J2394-0 J5591-0 J6614-0 J519-0 J6054-0 J2975-0 J4742-0 J662-0 J2103-0 J6499-0 J1229-0 J811-0 J3325-0 J6751-0 J6266-1 J5524-0 J7825-0
7868	U7868	J7911 J1216 J4565 J2346	J5583-0 J2250-1 J4856-0 J4420-0 J4421-0 J4882-1 J4309-0 J5844-0 J6495-0 J7970-0 J256-0 J1667-0 J353-0 J2072-1 J7747-0 J7472-0 J6957-0 J3113-0 J6692-0 J636-0
7869	U7869	J4412 J8208 J907 J6230 J2518 J7874 J7523 J7079 J7973 J7145 J1915 J3686 J5590 J5460 J847 J1031 J8003	J1215-0 J960-0 J3698-1 J5287-0 J3799-0 J2112-0 J4064-0 J6110-0 J244-0 J42-0 J3324-0 J269-0 J3666-0 J6021-0 J5210-0 J4349-0 J3435-0 J6580-0 J2859-0 J7872-0
7870	U7870	J5195 J3111 J2817 J7354	J3449-0 J6019-0 J5953-1 J7603-0 J8013-0 J4974-0 J6204-0 J3694-0 J7561-1 J5846-0 J2906-0 J3774-0 J4967-0 J487-0 J4769-0 J6055-0 J7070-1 J6692-0 J1945-0 J42-0
7871	U7871	J5080 J5081 J8134	J2318-0 J1825-0 J4097-0 J5085-0 J5580-0 J5078-0 J2422-0 J6284-0 J4374-0 J7378-0 J1582-0 J2598-0 J1641-0 J500-0 J7585-0 J2180-0 J6882-0 J1189-0 J2476-0 J7115-0
7872	U7872	J6629 J2187 J7869	J7036-1 J462-0 J5634-0 J6340-0 J3539-0 J6424-0 J5337-0 J7720-1 J8197-0 J8258-1 J3101-0 J6696-0 J3072-1 J7929-0 J7889-1 J5033-0 J4690-0 J1994-0 J3754-0 J4891-0
7873	U7873	J1974 J5096 J1057	J1799-0 J2871-0 J5139-0 J5278-0 J5783-0 J837-0 J183-0 J5414-0 J7921-0 J936-0 J10-0 J2438-0 J1549-0 J3024-0 J2640-1 J896-0 J4313-0 J2918-0 J1356-0 J6689-0
7874	U7874	J4088 J6943 J2988 J3708 J7446 J7093 J4875 J5491	J6812-0 J6426-0 J2184-0 J7057-0 J3356-0 J858-1 J451-0 J4710-0 J6133-0 J8-0 J8038-0 J5739-0 J8071-1 J2195-0 J7601-0 J7530-0 J3843-1 J8126-0 J3625-0 J7892-0
7875	U7875	J3896 J1459 J3190	J1818-0 J7067-1 J5328-0 J269-0 J5446-0 J2900-0 J1003-0 J6610-1 J1446-0 J4562-1 J7010-0 J2061-0 J1892-1 J60-0 J8242-1 J2483-0 J3562-0 J7495-0 J470-1 J8017-0
7876	U7876	J4790 J2376 J7423 J4629	J4681-0 J5577-0 J8043-0 J3255-1 J4634-0 J6712-0 J3172-0 J5965-0 J7597-0 J7732-0 J4106-0 J5283-1 J1429-1 J7725-0 J7062-1 J745-1 J2317-0 J5623-0 J2-1 J4461-1
7877	U7877	J7194 J6897 J4132 J3696	J3873-0 J3365-0 J4623-1 J5479-0 J7428-0 J4736-1 J7350-0 J6617-0 J4990-0 J8111-0 J880-0 J1548-0 J5404-0 J7501-1 J3702-0 J768-0 J4355-0 J6944-1 J5854-0 J1899-0
7878	U7878	J3894 J7813 J7341 J7807 J7920 J7026 J7024 J6647 J4758	J6767-0 J4947-0 J3208-0 J2856-1 J3968-0 J3520-0 J3310-0 J6614-0 J662-0 J1863-0 J4985-0 J4668-0 J408-0 J2290-0 J3840-0 J990-1 J8076-0 J6163-0 J6409-0 J3441-0
7879	U7879	J2422 J2388 J6887 J3077 J4027	J4406-1 J7488-0 J4167-0 J7687-0 J3626-0 J7810-0 J5820-0 J605-0 J285-0 J255-0 J7394-0 J2540-0 J1978-1 J1034-0 J2772-0 J630-0 J7397-0 J6573-0 J3296-0 J7269-0
7880	U7880	J3360 J4565 J1122	J2378-1 J548-0 J4626-0 J4544-0 J3404-0 J5992-0 J5403-0 J3304-1 J5134-0 J521-0 J1482-0 J4430-0 J4107-0 J4816-0 J7670-0 J5094-0 J4921-1 J3967-0 J3426-0 J4884-0
7881	U7881	J2920 J6680 J2819 J6943	J1343-0 J3149-0 J4331-1 J4452-0 J7514-0 J2390-1 J3094-0 J5974-0 J2660-0 J7720-1 J7122-0 J5501-0 J1000-0 J1800-0 J5608-0 J4239-1 J1321-0 J4796-0 J6977-1 J8165-0
7882	U7882	J1907 J2701 J2894 J4472 J7846 J19	J3416-0 J3000-0 J1916-1 J6708-0 J7625-0 J7767-0 J2356-1 J7340-0 J971-0 J7312-0 J1445-0 J2233-0 J7482-0 J2058-0 J6300-0 J3737-0 J2128-0 J5908-0 J7984-0 J323-0
7883	U7883	J7562 J1962 J8141 J4473 J4510	J4488-0 J6848-0 J644-0 J7043-0 J1680-0 J3278-0 J4380-0 J7197-1 J2876-1 J7594-0 J2341-0 J4416-0 J231-0 J1863-0 J7191-0 J2393-0 J8190-0 J1684-0 J6086-0 J2992-1
7884	U7884	J4855 J4086 J6070 J1440 J2760 J3933	J4410-0 J4144-0 J3351-0 J7641-0 J501-0 J4884-0 J1516-1 J3284-0 J6881-0 J6160-1 J2244-0 J4952-0 J7172-0 J4672-0 J451-0 J1235-1 J7544-0 J8025-1 J4566-0 J7994-0
7885	U7885	J4629 J7416 J1441	J7356-1 J1295-0 J5109-0 J6754-0 J1205-0 J1495-0 J7649-0 J3743-0 J2370-1 J645-1 J4816-0 J413-0 J7190-1 J7620-0 J996-0 J970-0 J6739-0 J2886-1 J7210-0 J6750-0
7886	U7886	J2518 J1760 J3378 J4486 J6161 J5954	J1332-0 J7015-0 J5692-0 J646-0 J5840-0 J2505-0 J2074-0 J5113-0 J4124-0 J2854-0 J2024-0 J943-0 J6279-1 J4222-0 J4998-0 J2216-0 J3169-0 J3426-0 J5165-0 J2785-0
7887	U7887	J917 J8140 J6271 J1516 J5348 J3521 J7002 J7754 J2954 J891 J5096	J2864-0 J7902-0 J7229-0 J5081-0 J5276-0 J5896-0 J1102-0 J7066-0 J7488-0 J317-0 J2415-0 J5008-0 J5158-0 J2986-0 J199-0 J7132-0 J6303-0 J3804-0 J4747-0 J6078-0
7888	U7888	J3840 J7446 J6162 J4026 J6308 J5373 J7986 J7276	J3394-0 J3795-0 J6868-0 J4498-0 J2026-0 J2186-1 J1484-0 J7903-0 J5543-0 J1628-0 J4879-0 J3573-0 J4641-0 J7563-0 J7073-1 J6663-0 J2594-0 J8096-0 J5135-1 J5172-0
7889	U7889	J5947 J2050 J4150 J923 J6703 J4128 J1059 J1057 J2459	J2232-0 J6208-0 J4917-0 J5074-0 J2608-1 J5891-0 J81-0 J520-1 J7978-0 J1125-0 J2090-0 J5235-0 J6476-1 J4851-0 J4578-0 J2004-0 J788-0 J5452-0 J5473-0 J1055-1
7890	U7890	J4205 J7037 J7526	J4721-1 J2550-1 J53-0 J6563-0 J8130-0 J7639-0 J2722-1 J3578-0 J5019-0 J2981-0 J2971-1 J3046-1 J5312-0 J1192-0 J4469-0 J3637-0 J3267-0 J7628-0 J6248-0 J3455-0
7891	U7891	J6630 J5719 J558 J8090 J7845	J2467-0 J6741-0 J7726-0 J3985-0 J8128-0 J4330-1 J414-0 J2339-0 J7514-0 J7268-1 J1748-0 J8020-0 J725-0 J7140-0 J4096-0 J243-1 J8196-0 J4148-1 J1248-1 J5900-0
7892	U7892	J4148 J961 J347 J6599 J2730 J2704 J2683 J1163 J7420 J7296 J1022 J2586 J1637 J2760 J2682 J2845 J3304 J1905 J616	J4295-0 J6251-0 J2919-1 J671-0 J6430-1 J1077-1 J1867-1 J4048-0 J6754-0 J8130-0 J4212-0 J4417-0 J5414-1 J564-0 J6651-0 J187-0 J3965-0 J3299-1 J6198-0 J3938-0
7893	U7893	J1569 J8107 J1238 J3727 J4146 J4704 J6105	J8148-0 J4247-0 J861-0 J6874-0 J1810-0 J1734-0 J7170-0 J490-0 J3303-0 J2704-1 J1664-0 J2599-0 J460-0 J3096-1 J4506-0 J7565-0 J1650-0 J7605-0 J3537-0 J8101-1
7894	U7894	J4145 J6911 J3201 J7274 J1768	J7830-0 J2066-0 J4554-0 J8191-0 J2477-0 J7354-0 J1084-0 J5582-0 J7472-0 J3270-0 J4801-0 J1458-0 J6024-0 J789-0 J2376-0 J3862-0 J1686-0 J595-0 J5818-0 J5486-0
7895	U7895	J7334 J2302 J525	J538-0 J195-1 J1110-0 J4067-0 J651-0 J1729-0 J2316-0 J11-1 J1033-1 J5946-0 J2962-0 J5463-0 J5836-0 J5358-0 J6501-0 J592-1 J213-0 J5967-0 J2298-0 J5557-1
7896	U7896	J1187 J3095 J2587 J1428 J6139 J6041 J3409 J3961 J4458	J5873-0 J1542-0 J1770-0 J3204-1 J5186-0 J6013-0 J1441-0 J6233-1 J4888-0 J5787-1 J1024-1 J7921-0 J3886-0 J6467-0 J5404-0 J3583-0 J1534-0 J4645-0 J5951-0 J8117-0
7897	U7897	J4852 J425 J5625 J7765 J4406 J5955 J4313	J3504-0 J55-0 J4615-0 J4110-0 J7031-1 J4132-0 J3334-0 J3091-1 J4701-0 J7934-0 J4742-0 J6742-0 J4082-0 J7849-1 J4768-0 J2878-0 J1854-0 J2433-0 J6143-0 J7224-0
7898	U7898	J7002 J3455 J2150 J7274	J2288-0 J3996-0 J5038-0 J3457-0 J6392-0 J778-0 J5143-0 J1002-0 J4006-0 J7039-0 J5551-0 J3635-0 J3352-0 J1612-0 J1779-0 J3513-0 J6510-0 J3672-0 J121-0 J967-0
7899	U7899	J1031 J1803 J8062 J2100	J5688-0 J731-0 J6963-0 J4950-0 J4017-0 J6168-0 J6845-0 J5561-0 J6051-0 J6830-0 J1570-0 J4842-0 J4370-0 J3249-0 J4414-0 J1043-0 J2520-0 J7803-0 J4438-0 J2282-0
7900	U7900	J2201 J2532 J6964 J2875 J6958 J4649 J4653 J3329	J4442-0 J5591-0 J453-0 J6774-0 J3855-0 J5692-1 J3665-0 J6660-1 J1688-1 J7534-0 J4478-0 J7347-0 J4015-0 J2396-0 J4812-1 J2291-0 J5199-0 J7743-0 J1414-1 J1331-0
7901	U7901	J1271 J1656 J5468	J5796-0 J3791-0 J4217-0 J4751-1 J742-0 J683-0 J1610-0 J540-0 J5367-0 J6208-0 J1411-0 J7171-0 J6480-0 J4361-0 J5191-0 J6665-0 J3086-0 J7434-0 J22-0 J3146-0
7902	U7902	J3953 J520 J2566	J6174-0 J2419-0 J6382-0 J4374-0 J5897-0 J99-0 J7327-0 J3115-0 J1078-0 J2950-0 J788-0 J6458-0 J7173-0 J734-0 J5548-0 J6342-0 J6186-0 J3137-0 J927-0 J2832-0
7903	U7903	J3380 J4484 J5111 J2643	J188-1 J4874-0 J5758-0 J5519-0 J1352-0 J5932-0 J4883-0 J3986-0 J2446-0 J6349-1 J227-0 J3579-0 J3559-0 J2044-0 J1058-0 J6216-0 J5501-0 J1792-0 J5146-0 J3626-0
7904	U7904	J3111 J4609 J6386	J1227-0 J7632-0 J340-0 J272-1 J6169-0 J3315-0 J1705-0 J971-0 J2584-0 J2614-0 J6314-0 J8193-0 J6204-1 J1850-0 J7104-0 J2402-0 J1389-0 J2935-0 J3711-0 J5615-0
7905	U7905	J160 J7048 J553 J5625 J6107	J5897-0 J7641-0 J3635-0 J825-0 J5995-0 J5730-0 J6310-0 J1907-1 J5391-1 J8210-0 J473-0 J7126-0 J6213-0 J7959-0 J1642-0 J1716-0 J1522-0 J2202-0 J5420-0 J3517-0
7906	U7906	J7606 J1575 J3821 J314 J6681 J6205	J1502-1 J4583-0 J2335-0 J4061-0 J2123-0 J4988-0 J7420-1 J5915-1 J3663-0 J438-1 J5412-0 J3104-0 J7200-0 J467-0 J480-0 J663-1 J5440-0 J594-0 J586-1 J2296-0
7907	U7907	J3894 J433 J1441 J4205	J4031-0 J6793-0 J2807-0 J6440-0 J4386-0 J1600-0 J7345-0 J7639-0 J368-0 J4546-0 J2015-0 J5491-0 J144-0 J545-0 J5890-0 J7303-0 J2025-0 J1255-0 J7193-0 J2397-0
7908	U7908	J4087 J2722 J5724 J2786 J6348	J1676-0 J1691-0 J2892-0 J7418-1 J6761-0 J6239-0 J3975-0 J1658-0 J244-0 J6674-1 J7221-1 J3188-0 J1235-1 J5611-0 J4586-0 J3149-0 J5970-0 J106-0 J6138-0 J556-0
7909	U7909	J8163 J5081 J3499 J4595 J5606	J4766-0 J836-0 J5611-0 J3874-0 J833-0 J7880-0 J935-0 J1003-0 J3799-0 J7908-0 J8057-0 J5452-0 J4659-0 J2969-0 J126-0 J7989-0 J6366-0 J7925-0 J6002-0 J274-0
