user	Histories	Behaviors
U8672	J6944 J4787 J3253	J5774-0 J1652-0 J1350-0 J3688-0 J4551-0 J7872-0 J6120-0 J4523-0 J8097-0 J4068-0 J1532-0 J7075-0 J5437-0 J7305-0 J5789-0 J3162-0 J3641-0 J6055-0 J3660-0 J3206-0
U486	J1658 J872 J4595	J109-0 J2322-0 J2392-0 J233-0 J1963-0 J921-0 J6654-0 J2506-0 J604-0 J1894-0 J726-0 J7553-0 J7463-0 J2993-0 J2899-0 J2617-0 J1469-0 J2699-0 J1821-0 J1001-0
U4259	J489 J6363 J2505	J2171-1 J5737-0 J4628-0 J142-1 J330-0 J5386-0 J2881-0 J5996-1 J5050-1 J7046-0 J3050-0 J1090-0 J5642-1 J58-0 J3355-0 J8072-0 J6919-0 J2201-1 J1133-0 J7118-0
U1896	J7296 J764 J4170	J5533-1 J636-0 J7688-1 J1893-0 J3366-0 J2157-0 J122-0 J1524-0 J5942-1 J3119-0 J2989-1 J3832-0 J1077-0 J4052-0 J6173-0 J781-0 J5692-0 J2167-0 J1843-0 J5952-0
U3438	J1557 J5985 J7303 J1987	J3717-0 J7064-1 J7223-0 J1733-0 J4920-1 J1874-1 J4235-0 J7916-0 J7229-0 J558-1 J220-0 J3030-1 J3255-0 J770-0 J6103-0 J6151-1 J2913-0 J3078-0 J3149-0 J6039-0
U3041	J1963 J4146 J6212 J28	J444-0 J7771-0 J844-0 J1356-0 J1500-0 J2924-0 J4248-0 J6043-0 J1496-1 J3511-0 J5051-0 J1201-0 J3547-1 J1804-0 J4593-1 J6999-0 J454-0 J2874-0 J269-0 J1827-0
U5019	J2453 J907 J1516 J3381 J3212 J6217	J1164-0 J3705-0 J5247-0 J5037-0 J4565-1 J8185-0 J4692-0 J6039-0 J5866-1 J4010-0 J428-0 J659-1 J8111-0 J6262-0 J1843-0 J5-1 J972-0 J3082-1 J5190-0 J5231-0
U5266	J3017 J5907 J243 J2186	J4740-0 J6882-0 J5412-0 J7827-0 J5804-0 J906-0 J933-0 J4951-0 J6561-0 J7109-0 J4000-0 J6129-0 J3483-0 J3282-0 J3212-0 J6890-0 J221-0 J2012-0 J3427-0 J1322-0
U7102	J1660 J8214 J1675 J1653 J1506 J7733 J520 J6674 J3499 J5265 J1669 J1659	J4532-0 J3154-0 J3792-0 J1066-0 J4689-0 J2772-0 J3623-0 J5998-0 J7068-0 J7911-0 J5818-0 J4242-0 J3129-0 J2525-0 J7967-0 J1446-0 J3751-0 J6280-0 J3448-0 J855-0
U8044	J2837 J2920 J2186 J7203 J2568 J2453	J769-0 J5613-1 J7257-1 J1042-0 J6444-0 J5085-1 J2802-1 J1815-0 J761-0 J1961-0 J2336-0 J8236-0 J3029-1 J4890-1 J4945-0 J6448-0 J1809-1 J3683-0 J6085-0 J4030-0
U6008	J7182 J2704 J1970 J806 J7844 J7185 J6782 J7086	J2734-0 J6040-0 J7387-0 J5006-0 J479-0 J2427-0 J6646-0 J2015-0 J5859-0 J4710-0 J6839-1 J5591-0 J7139-0 J7202-0 J3654-0 J1906-0 J5997-0 J1186-0 J3595-0 J4505-0
U7501	J5422 J8000 J3776 J3381 J8004	J5798-1 J7274-1 J2825-0 J7964-0 J524-0 J7960-0 J1915-0 J5762-0 J45-0 J1429-0 J8139-0 J5021-0 J7228-1 J6349-0 J6035-0 J5892-1 J2240-1 J8222-0 J6506-0 J4267-0
U5154	J6121 J2988 J3583 J7771	J2551-0 J4668-0 J7474-0 J4956-0 J2164-0 J2450-0 J7386-1 J5433-0 J951-0 J7199-0 J6183-0 J4367-0 J5744-0 J2341-0 J8044-0 J1368-0 J6529-0 J3454-1 J2615-0 J4137-0
U8504	J1625 J1218 J7764	J1900-0 J1282-0 J6024-0 J5141-0 J434-0 J2364-0 J2962-1 J7666-0 J2247-1 J1970-0 J7312-0 J1139-0 J5996-0 J7857-0 J6911-0 J4770-0 J2874-0 J3133-0 J5096-1 J1656-1
U9435	J8163 J1942 J2136 J6576 J7808 J2517	J8096-0 J7426-0 J268-0 J1794-0 J4288-0 J7314-0 J3903-0 J519-0 J7652-0 J6804-0 J1251-0 J1223-0 J3831-0 J2304-0 J7685-0 J4669-0 J6915-0 J5140-0 J4724-0 J5323-0
U7424	J5649 J4301 J3849 J5002 J7890 J3323 J5655	J7079-0 J7260-0 J8245-1 J58-0 J6162-0 J6838-0 J5502-0 J6922-0 J445-0 J3643-0 J3906-0 J8113-0 J5422-0 J3709-0 J3811-0 J6168-0 J2553-0 J311-0 J8142-0 J5270-0
U6319	J2453 J7901 J7036 J2330 J7145 J4190 J2950	J6447-0 J7297-0 J6157-1 J6706-1 J1487-0 J1536-0 J4281-0 J7713-0 J4255-0 J4904-1 J4997-0 J6737-1 J115-0 J429-0 J7734-0 J1141-1 J6394-1 J7361-0 J966-0 J36-0
U8865	J3239 J2463 J6616 J7093 J7186	J6324-0 J7248-0 J1421-0 J3810-0 J3888-0 J5053-0 J2156-0 J6665-0 J229-1 J6751-0 J6526-1 J283-0 J4437-0 J865-0 J6324-0 J7910-0 J4024-1 J7165-0 J7550-1 J6098-1
U2584	J7895 J6233 J3653 J933 J2815 J7032 J1872 J7999 J358 J2409 J8232 J8235	J1170-0 J7775-0 J5020-0 J3397-0 J1661-0 J818-1 J13-0 J4238-1 J4402-0 J6481-0 J4327-0 J4843-0 J5033-0 J484-0 J7143-0 J5461-1 J7625-0 J563-0 J5864-0 J4559-0
U5125	J6121 J710 J2690 J4406	J192-1 J2853-0 J4201-0 J2250-1 J227-0 J4474-0 J3856-0 J1154-1 J5773-0 J31-0 J1001-0 J5561-0 J2666-0 J1198-0 J562-0 J5698-0 J4948-0 J892-0 J2366-1 J3939-0
U887	J3677 J3059 J7764 J886 J3507 J1485 J6541 J163	J6705-1 J489-0 J3044-0 J6556-0 J7443-0 J2573-0 J7131-0 J3969-0 J1315-0 J7077-0 J3373-0 J2269-0 J5773-0 J3412-1 J4599-0 J4694-0 J6476-0 J2711-1 J3050-0 J3995-1
U5628	J7528 J5885 J5980 J6026 J4719 J3322 J3082 J3096	J7147-0 J2132-0 J6406-0 J3659-0 J6073-0 J3213-0 J932-0 J1366-0 J6383-0 J5201-0 J5381-0 J1450-1 J518-1 J5896-0 J923-0 J4517-0 J2018-0 J7354-0 J6175-0 J5404-0
U9974	J4181 J3843 J534 J3499 J2461 J6674 J4629 J1621 J467 J601 J1218	J3397-1 J4592-1 J8227-1 J1861-0 J2105-0 J5895-0 J5225-1 J1528-0 J881-0 J4934-1 J7154-0 J5112-0 J4957-0 J5499-1 J5838-0 J6819-0 J4816-0 J5313-0 J3554-1 J4797-0
U9997	J638 J5666 J710	J1042-0 J3841-0 J5415-0 J105-0 J2387-0 J3457-0 J5225-0 J126-0 J4041-0 J1826-0 J7174-0 J5013-0 J1613-0 J7092-0 J376-0 J5841-1 J2397-0 J228-0 J4981-0 J4031-0
U3941	J3708 J1158 J2369 J3436	J7451-1 J7912-0 J6757-0 J694-0 J665-0 J4851-0 J226-0 J6196-0 J7855-0 J2129-0 J6097-0 J5318-0 J7428-0 J3154-0 J7250-0 J7993-0 J6776-0 J5754-0 J423-0 J4842-0
U1210	J8258 J6229 J8227 J7032 J6148 J4638 J2587 J5359 J667	J5341-0 J3278-0 J686-0 J4874-0 J1728-1 J7100-1 J746-0 J3453-1 J3308-0 J3084-0 J5073-0 J7015-0 J253-0 J3393-0 J7221-0 J1143-1 J1556-1 J7401-0 J5989-0 J6235-0
U8906	J5972 J3662 J3583	J5975-0 J3026-1 J1970-0 J1067-1 J5299-0 J919-0 J4925-0 J910-0 J5288-1 J5924-0 J42-1 J6139-1 J7163-0 J1594-0 J6583-0 J4610-1 J3941-0 J2769-1 J2122-0 J7577-0
U9313	J3830 J4640 J5081 J1385 J87 J2371 J886 J1530 J4385 J1963 J8004 J1694 J1402 J6595 J3631 J3861 J5071 J135 J993	J2092-0 J304-0 J4888-0 J5504-0 J881-0 J1866-0 J5369-0 J935-0 J3049-0 J223-0 J6434-0 J7049-0 J4232-0 J1491-0 J762-0 J1274-0 J3095-0 J899-0 J3867-0 J7702-0
U6051	J8071 J5861 J6516 J5841	J5638-0 J3272-0 J7062-0 J1021-0 J4896-1 J1576-0 J6014-0 J5166-0 J8075-1 J6862-0 J7204-0 J1318-0 J3488-1 J916-1 J6390-0 J124-0 J8075-1 J6209-1 J6545-0 J6067-0
U1887	J4638 J2422 J5985 J3072	J6262-0 J2819-1 J1729-1 J807-1 J5698-0 J7833-0 J1206-0 J5107-0 J7607-0 J4229-0 J6381-0 J4073-0 J1438-1 J3820-0 J5275-0 J4880-1 J3004-0 J5693-0 J1366-0 J1858-0
U2727	J4640 J3304 J2481 J3849	J6793-0 J2552-0 J5410-0 J6431-0 J4086-1 J6967-0 J4837-0 J2292-0 J6450-1 J8153-0 J5284-0 J3471-1 J655-0 J3025-1 J6338-0 J3510-0 J3210-0 J1939-0 J3159-0 J1654-0
U6454	J2640 J1416 J8158	J5022-0 J7277-0 J1757-0 J3390-0 J4903-1 J8-0 J2128-0 J241-0 J7648-0 J5540-0 J4214-0 J6137-0 J4493-0 J6009-0 J1015-0 J2035-0 J2144-0 J219-0 J6940-0 J8054-0
U8762	J246 J7877 J8236 J186 J4379	J1509-0 J1963-0 J7443-0 J6088-0 J4199-0 J2488-0 J4228-0 J1580-0 J325-0 J5915-0 J193-1 J750-0 J3360-0 J3531-0 J1050-0 J8184-0 J4014-0 J2804-0 J3720-0 J1934-0
U6185	J5195 J3962 J4145	J439-1 J1681-0 J7187-1 J3102-0 J4332-1 J4109-0 J7418-1 J1589-0 J5924-0 J7550-1 J3353-1 J2694-1 J3875-1 J7364-1 J4946-1 J5510-0 J4695-0 J882-1 J4953-0 J2925-0
U2092	J4994 J1352 J1351 J4392 J3244 J1353	J7023-0 J3814-0 J7907-0 J7485-0 J6336-0 J5018-0 J6538-0 J4913-0 J2212-0 J162-0 J2839-0 J7443-0 J6284-0 J3446-0 J2153-0 J3398-0 J1082-0 J5232-0 J4062-0 J2113-0
U5768	J5101 J2608 J3083 J5618 J5174 J6623	J7973-0 J7628-0 J8235-0 J2288-0 J5142-0 J6930-0 J553-1 J1422-0 J4940-0 J7465-0 J7189-0 J5546-0 J3320-0 J1650-1 J4436-0 J2493-0 J1931-0 J3343-1 J2705-1 J5646-0
U6818	J6389 J7190 J3934 J1216	J3551-0 J8151-0 J2467-0 J5827-0 J0-1 J973-0 J7918-0 J3020-0 J7702-0 J5499-0 J3396-0 J1514-0 J5047-0 J4704-0 J5407-0 J7442-1 J4145-1 J7885-0 J3583-0 J4134-1
U2069	J4206 J2775 J465 J5096	J4176-0 J5777-0 J4061-0 J6018-0 J6419-0 J810-0 J128-0 J2163-0 J621-0 J4843-0 J1812-0 J935-0 J4595-0 J3167-0 J4438-0 J2547-0 J704-0 J469-0 J5286-0 J5103-0
U4765	J7207 J5855 J4501	J1218-1 J6005-0 J1987-1 J5433-0 J7009-0 J7860-0 J3028-0 J5859-0 J2808-1 J6994-0 J6523-0 J771-0 J2714-0 J1778-0 J3308-0 J6932-0 J6335-1 J3429-1 J2633-0 J1764-0
U2852	J3174 J1248 J267	J3168-0 J2235-0 J4691-0 J6935-0 J3605-0 J139-0 J6973-0 J4467-0 J629-0 J765-0 J5070-0 J4712-0 J3681-0 J4065-0 J2935-0 J7310-0 J5018-0 J600-0 J5883-0 J5865-0
U417	J7523 J6364 J1468 J1024 J3586	J5624-0 J628-0 J6615-0 J5237-0 J295-0 J2503-0 J5790-0 J3104-0 J4215-0 J1338-0 J8215-0 J5122-0 J7853-1 J2774-0 J6945-0 J1907-1 J1206-0 J5719-1 J930-0 J5026-0
U3532	J3547 J1262 J1148 J3430	J3082-1 J4823-0 J7888-1 J3400-0 J3491-0 J6573-0 J6876-0 J5496-0 J1444-0 J3612-0 J4326-1 J519-0 J5415-0 J993-1 J1595-0 J7508-0 J6124-0 J8008-0 J5847-0 J2419-0
U874	J383 J3711 J730	J2057-0 J1234-0 J6870-0 J3716-1 J829-0 J3059-1 J2538-0 J906-1 J4203-1 J7032-1 J6495-0 J103-0 J4364-0 J8182-0 J3056-0 J2881-0 J569-0 J2989-1 J4868-0 J1680-1
U3048	J3662 J4638 J1988	J6657-0 J1883-0 J3232-0 J6878-0 J2198-1 J1529-0 J7505-0 J1316-0 J5710-0 J6510-0 J299-0 J144-0 J1361-1 J2082-1 J1354-0 J4295-0 J2709-0 J7081-0 J1604-0 J1572-0
U5782	J1694 J2349 J1235 J7443	J2331-1 J5686-1 J7473-0 J4595-0 J5817-0 J3863-0 J3573-0 J4053-1 J1284-0 J4567-0 J776-1 J3056-0 J3140-0 J1681-0 J3425-1 J2984-0 J2569-0 J2176-0 J7072-0 J7352-0
U2194	J4994 J1351 J1353	J4833-0 J7116-0 J147-0 J6100-0 J349-0 J6051-0 J4693-0 J1418-0 J6645-0 J6764-0 J1700-0 J2308-0 J1586-0 J6153-0 J6576-0 J4050-0 J6924-0 J6736-0 J7411-0 J5512-0
U4931	J7410 J717 J6226 J5490 J4869 J2915	J3094-0 J7075-0 J6476-0 J5144-0 J4147-1 J7683-0 J5540-0 J897-0 J411-0 J4888-0 J8196-0 J2383-0 J5346-0 J5357-0 J2298-1 J3386-1 J1741-0 J5234-0 J3903-0 J2616-0
U1381	J1597 J4508 J3960	J7237-0 J4890-1 J8048-0 J2173-0 J2804-0 J2850-0 J6789-0 J4599-0 J1968-0 J1008-0 J7223-0 J1729-0 J5788-0 J5760-0 J5540-0 J6547-0 J7772-0 J2806-0 J8097-0 J661-0
U8125	J5118 J2560 J1326	J6661-0 J1903-0 J7981-0 J1797-0 J2727-0 J7227-0 J3078-0 J672-0 J4540-0 J4299-0 J5616-0 J2860-0 J249-0 J288-0 J1896-0 J2386-0 J6572-0 J3682-0 J6192-0 J3892-0
U1200	J5070 J3381 J4321 J2950 J4147 J6201 J8000 J6078	J5390-1 J7745-0 J2011-0 J7664-1 J3998-1 J4467-1 J3852-0 J5259-0 J6824-0 J5302-0 J7964-0 J5765-0 J6853-0 J5763-0 J2419-0 J5487-1 J126-0 J379-0 J4570-0 J2760-1
U1396	J7145 J6977 J4538 J1694 J1243 J3634 J169	J7095-0 J5943-0 J3624-0 J3173-0 J3823-0 J3528-0 J1696-1 J3175-0 J5955-0 J2997-0 J4165-0 J1158-0 J641-0 J3895-0 J3408-0 J4629-1 J3743-0 J601-1 J8108-0 J3809-0
U1249	J312 J5492 J306 J569 J6604 J5419 J1058 J6098 J3347 J2260 J3027 J7360 J4400	J6174-1 J7314-0 J2868-0 J2547-0 J7488-0 J303-0 J628-0 J3002-0 J4442-0 J2011-0 J7727-0 J2331-0 J5310-0 J3766-0 J7487-0 J6657-0 J7382-1 J7798-0 J180-0 J5264-0
U8069	J2378 J1962 J1671 J7193 J4022 J7350 J7197 J4803 J4554 J2731 J5972 J5666 J6805	J8033-1 J3554-1 J2906-1 J6522-1 J1132-0 J946-0 J3058-0 J4501-0 J5738-0 J814-0 J8141-1 J470-1 J4909-0 J1160-1 J4543-1 J6954-1 J5254-0 J1737-0 J7383-0 J6487-1
U9051	J5339 J5145 J7424	J414-0 J1050-0 J3501-0 J3597-0 J5958-0 J5134-0 J5912-0 J6104-0 J5059-0 J2838-0 J4938-0 J6641-0 J2888-0 J7711-0 J2468-0 J7849-0 J1491-0 J1518-0 J1980-0 J4168-0
U478	J2802 J8233 J2172 J2640 J8002 J3695 J7482 J2712 J2486 J4022	J2574-0 J6243-0 J4341-0 J573-0 J627-0 J1324-0 J5563-0 J7920-0 J4054-1 J8115-0 J4032-0 J1383-0 J3078-0 J5020-0 J6612-0 J2969-0 J3404-0 J5981-0 J82-0 J1842-0
U9805	J6073 J6935 J7278 J2677 J7383 J7036	J7089-0 J2642-0 J6004-0 J6890-0 J8151-0 J5938-0 J790-0 J7288-0 J1019-0 J5550-0 J2524-0 J5999-0 J5388-0 J212-0 J531-0 J3037-0 J1146-0 J3278-0 J5306-0 J3527-0
U8087	J979 J0 J1211 J3818	J5328-0 J564-0 J4034-0 J6295-0 J4409-0 J5322-0 J7175-0 J3250-0 J8091-0 J3702-0 J2639-0 J5374-0 J407-0 J4120-0 J5899-0 J5062-1 J6943-0 J304-0 J582-0 J2607-0
U5062	J1360 J1867 J6795	J3226-0 J6817-0 J4832-0 J4552-0 J4844-0 J176-0 J8058-0 J3160-0 J7934-0 J901-0 J6036-0 J7445-0 J1184-0 J2646-0 J5144-0 J6098-0 J8251-0 J2846-0 J4238-0 J2169-0
U2111	J2920 J3866 J1581 J8207	J240-0 J5600-0 J2655-0 J6644-0 J989-0 J5878-0 J4321-1 J2319-0 J2114-0 J861-0 J6004-0 J217-0 J2070-0 J952-1 J2718-0 J930-0 J3854-1 J8002-1 J2321-0 J5793-0
U4781	J4325 J4336 J7410 J640 J1473 J6674	J7371-0 J2318-0 J7918-0 J8247-1 J454-0 J3065-0 J8259-1 J7711-0 J7421-0 J5075-0 J2376-1 J7127-0 J6071-0 J225-1 J546-0 J6525-0 J5898-0 J1076-0 J2929-1 J4202-0
U9393	J5896 J2986 J7193 J5062 J1556 J3684 J5418 J7058 J8077 J5193 J4803 J7973 J3921 J6839 J7651	J6035-0 J7170-0 J1962-1 J3929-1 J7127-0 J1287-0 J4853-0 J6321-1 J7741-1 J7690-0 J6832-1 J5383-0 J2381-0 J1194-0 J3697-0 J7815-1 J8158-1 J5543-0 J3068-0 J6606-0
U9137	J2920 J4132 J7036 J1773 J6726 J7296	J2966-0 J1653-0 J5152-0 J5245-0 J4310-0 J4210-0 J2666-0 J7984-0 J3350-0 J8117-0 J5906-1 J450-1 J1341-0 J5858-0 J2883-1 J1164-0 J3094-0 J7293-0 J7103-0 J1971-0
U7029	J2682 J6170 J7296 J6680 J8232 J28 J3866 J3870 J6114 J5460	J5553-0 J7322-0 J4983-0 J508-0 J1780-1 J3931-1 J3277-0 J1531-0 J679-0 J7920-0 J6713-0 J4229-0 J3213-0 J561-1 J5376-0 J824-0 J5682-0 J668-0 J2986-1 J2070-1
U7123	J7583 J3628 J617	J8216-0 J7084-0 J5677-0 J961-1 J882-1 J5751-0 J7464-0 J1684-0 J3670-1 J5779-0 J716-1 J5274-0 J2824-0 J2405-1 J7058-1 J7096-0 J505-0 J5895-0 J115-0 J5868-0
U9163	J4079 J8071 J4422 J5686 J7036 J1607 J2102 J8034 J3934 J4259 J7214 J4629 J5121	J557-0 J5065-0 J6586-0 J5472-1 J4921-1 J3220-0 J7632-0 J6745-0 J3711-0 J2959-0 J5396-0 J5523-0 J2601-0 J1331-0 J6103-0 J1457-1 J3863-0 J6787-0 J1643-0 J6656-0
U3711	J4381 J6120 J7884	J4198-0 J6039-0 J6255-0 J5219-0 J5891-0 J3266-0 J4714-0 J3931-1 J1977-1 J1481-0 J4418-0 J2313-0 J4121-0 J5670-0 J3267-0 J6724-0 J6826-0 J2109-0 J2772-0 J3149-0
U8008	J8240 J5436 J7622 J6525 J2701 J6946 J114 J4205 J5659 J2641 J3785	J7147-0 J3752-0 J7461-0 J3995-0 J4385-0 J2464-0 J2337-0 J7444-0 J6275-0 J1746-0 J2845-1 J1576-0 J6022-1 J4151-0 J2413-0 J1454-0 J5861-0 J1913-0 J4432-0 J3103-0
U3790	J2987 J1963 J4259 J3381	J6319-0 J6402-0 J313-0 J3155-1 J4762-0 J7478-0 J1596-0 J7284-0 J1385-1 J7596-0 J2239-0 J2101-1 J6398-0 J217-0 J2548-0 J4301-0 J5974-0 J1097-0 J2388-0 J4303-0
U3318	J3211 J6288 J3802 J3369 J3657 J1581	J7582-0 J7501-0 J1576-0 J1048-0 J8136-1 J1475-0 J789-0 J6722-0 J240-0 J4325-0 J4382-1 J4467-1 J4520-0 J6917-0 J2128-0 J7605-0 J5874-0 J5536-0 J7997-0 J7202-0
U9336	J1570 J4188 J2480 J3831 J7557 J7559 J7424 J2586 J7291 J4149 J3577 J3324	J5871-0 J3365-0 J6361-1 J6062-0 J651-0 J5229-0 J6906-0 J2252-0 J1240-0 J5580-0 J7791-1 J293-0 J5373-0 J2228-0 J3140-0 J5421-0 J2612-0 J5413-0 J163-0 J7973-1
U2541	J225 J2814 J2699	J5232-0 J3227-0 J8177-1 J8241-1 J6271-1 J4094-0 J990-0 J4839-0 J8228-1 J3321-1 J3489-0 J6800-0 J7216-0 J7563-0 J3585-1 J1695-0 J5463-0 J5956-1 J2628-0 J5783-0
U9309	J7884 J1523 J2287	J5491-0 J5891-0 J1678-0 J2999-1 J5826-0 J6271-0 J5875-0 J5624-0 J2574-0 J6356-0 J3141-1 J6006-0 J2601-0 J2254-0 J6026-1 J2783-0 J2657-0 J4358-0 J6010-0 J6394-1
U9349	J3577 J3020 J2635	J2738-0 J8022-1 J8076-1 J1466-1 J3056-0 J2958-1 J2381-0 J7164-0 J3049-1 J3453-1 J3033-0 J1166-0 J4507-0 J7442-1 J1122-1 J3735-0 J6062-0 J3354-0 J7626-1 J5197-0
U6839	J3066 J180 J1513 J5666 J1460 J168 J3204 J900 J4150 J2566 J8169 J377 J1437 J3122 J7258	J6762-0 J7423-1 J1646-1 J3274-0 J2739-0 J4513-0 J4550-0 J7481-1 J5462-1 J5953-1 J4084-0 J5915-0 J6079-0 J2511-1 J7221-1 J2777-0 J1141-0 J6810-0 J8179-0 J3565-0
U3706	J2692 J1056 J7037 J6616 J826 J3645 J8233	J5181-0 J4465-0 J5826-0 J2411-0 J5286-0 J5439-0 J6796-0 J1938-0 J1063-1 J2336-0 J2770-0 J6368-1 J3612-0 J6612-0 J3975-0 J2792-0 J5871-0 J5738-0 J6330-0 J6232-0
U923	J312 J8071 J2672 J3547 J7073	J529-0 J5788-1 J7941-0 J1255-1 J697-0 J3019-0 J6423-0 J987-1 J5473-1 J4767-0 J2929-1 J1451-0 J5837-0 J5045-0 J7592-0 J288-0 J2382-0 J1818-0 J3088-1 J5352-1
U9211	J1023 J2135 J6616 J5956 J7651 J7524 J6150	J7323-0 J6790-0 J2894-1 J5621-0 J7425-0 J7336-0 J6330-0 J5570-0 J1437-1 J2855-0 J4846-1 J5396-0 J4882-1 J5608-0 J5463-0 J5958-1 J2558-0 J6979-0 J920-0 J7333-0
U3271	J5193 J4147 J3821 J1050	J780-0 J1453-0 J7694-0 J7291-0 J458-0 J681-0 J5524-0 J5058-0 J7768-0 J584-0 J124-0 J5306-0 J985-1 J7191-0 J5459-0 J912-0 J795-0 J5939-1 J5499-0 J1880-0
U5368	J7782 J6159 J6075 J2492 J5980 J2102 J745 J3870	J7231-1 J6481-1 J1636-0 J1649-1 J2288-0 J198-1 J7858-0 J6765-0 J4348-0 J5193-1 J3157-1 J8004-1 J6226-1 J5454-0 J3962-1 J3166-1 J5873-0 J1341-0 J1264-0 J2653-0
U4436	J2562 J2568 J520 J4720 J4042 J921	J970-0 J7010-0 J1613-0 J610-0 J1115-0 J4546-0 J2290-0 J383-0 J7501-0 J8164-0 J5811-0 J6241-0 J3325-0 J6405-0 J153-0 J929-0 J1287-0 J5309-0 J2392-0 J465-0
U1008	J6541 J7999 J13 J1060 J2581	J2020-0 J1498-0 J3964-0 J4724-0 J2633-0 J5587-0 J8085-0 J5740-0 J5483-0 J5585-0 J4923-0 J8239-1 J8137-0 J3499-1 J1929-0 J806-1 J7121-0 J4243-0 J3071-0 J2006-0
U6365	J544 J6123 J1163 J2987 J6105 J2864	J4291-0 J4265-0 J2347-0 J4677-0 J6133-0 J5662-0 J2585-0 J2209-1 J4843-0 J4001-0 J2983-0 J6160-0 J6068-0 J3724-0 J8260-1 J6750-0 J5597-0 J5236-0 J633-0 J8079-0
U9093	J2409 J5979 J4205 J2760 J2518 J3035 J8034 J336	J4835-0 J2004-0 J1962-0 J4488-0 J5392-0 J3235-1 J790-0 J1704-0 J5079-0 J354-0 J7212-0 J2797-0 J5750-0 J1282-0 J4353-0 J5993-0 J4556-0 J4799-0 J6636-0 J3490-0
U1147	J1652 J6542 J4638	J2673-0 J7557-0 J14-0 J7963-0 J1657-0 J5911-0 J5704-0 J1195-1 J2025-0 J7283-0 J1040-0 J6705-1 J5831-0 J494-0 J1954-0 J3783-0 J783-0 J7154-0 J759-0 J5950-0
U5198	J2463 J2453 J8082 J7292 J5072 J2083 J7524 J5070 J5957 J3376 J7064	J6518-1 J5650-1 J2870-0 J5448-1 J4083-0 J7994-0 J4627-1 J4998-0 J2684-1 J3331-0 J5332-0 J8220-0 J4488-1 J2232-0 J4507-0 J3112-1 J90-0 J254-1 J4981-0 J292-0
U7229	J4079 J2376 J7069 J3918 J1524	J678-0 J3623-0 J1294-0 J4248-0 J6156-0 J4868-0 J3216-1 J44-0 J5261-0 J1289-0 J5620-0 J4932-0 J97-0 J1152-0 J833-0 J2393-0 J7076-1 J3005-0 J7315-0 J3237-0
U5740	J7364 J3111 J5064	J858-1 J8147-0 J5125-0 J7981-0 J6270-0 J5920-0 J3069-0 J3046-1 J5489-1 J8054-0 J55-0 J6642-0 J5211-0 J6803-0 J7329-0 J4881-0 J3270-0 J3228-0 J1474-0 J6023-0
U9952	J921 J3009 J6623 J4147 J2228 J6093 J306 J4462	J7149-0 J1050-1 J2400-0 J5575-0 J7286-0 J2074-0 J6882-0 J6659-0 J1989-0 J543-0 J2624-1 J6475-0 J4271-0 J2342-0 J5175-0 J4862-1 J1153-0 J4668-0 J4424-0 J1349-0
U6787	J7080 J6734 J3933 J438 J2731	J6699-0 J791-0 J960-0 J3034-0 J7760-1 J3760-0 J2357-0 J2014-0 J4813-0 J713-0 J517-0 J5876-0 J7742-0 J4032-0 J323-0 J2233-0 J1195-1 J1207-0 J3562-0 J2222-0
U357	J7185 J961 J5242	J2453-1 J7538-0 J3384-1 J3041-0 J58-0 J2774-0 J4129-0 J2340-0 J7514-0 J1333-0 J570-0 J1870-1 J3628-1 J7956-0 J4545-1 J5682-0 J6262-0 J939-0 J7009-0 J6982-0
U9558	J3471 J1032 J7530 J4324 J7882	J2461-0 J7985-0 J2228-0 J6455-0 J6961-0 J2420-0 J1303-0 J5374-0 J736-0 J4577-0 J8116-0 J2961-0 J603-0 J4287-0 J5381-0 J7929-0 J5285-0 J1983-0 J167-0 J2209-1
U3610	J3870 J1671 J8071 J5719	J3133-0 J6704-0 J1364-0 J4083-0 J6548-0 J184-0 J5638-0 J1006-0 J6947-0 J1644-1 J749-0 J6854-0 J7707-0 J6479-0 J3703-0 J4007-0 J5946-0 J1086-0 J2131-1 J2591-0
U1323	J8132 J7626 J4317	J7324-0 J5547-0 J5276-1 J4521-0 J8260-1 J3354-0 J1354-0 J3228-0 J6011-0 J4140-0 J4080-0 J7130-0 J2217-0 J5529-0 J4836-0 J7695-0 J5927-1 J8239-1 J8017-0 J4312-1
U9943	J2694 J1375 J382 J2460 J7474 J6368 J3430 J5646	J800-0 J306-0 J2236-0 J2387-0 J5439-1 J1146-0 J7832-0 J7680-1 J603-1 J6744-0 J4612-0 J2155-0 J2372-1 J3337-1 J811-0 J7007-0 J6719-0 J7073-1 J6513-1 J8103-0
U8550	J4527 J5521 J2771 J5390 J2256 J6688 J5164 J7274 J6942 J3846 J5638 J4147	J4089-0 J2781-0 J6649-0 J4191-0 J1444-0 J6775-0 J170-0 J2136-0 J710-0 J7910-0 J5703-0 J6139-1 J3662-0 J3365-0 J7954-0 J3770-0 J2379-0 J3484-0 J209-0 J3978-0
U9238	J5080 J8134 J5081	J5992-0 J1358-0 J4815-0 J4029-0 J3804-0 J2638-0 J7449-0 J1154-0 J7485-0 J5613-0 J6614-0 J4771-0 J3059-0 J3704-0 J5778-0 J7626-0 J8258-0 J7085-0 J5246-0 J4699-0
